gid	gid_v3	symbol	note
Zm00001d019004	GRMZM2G433968	uce20	ubiquitin-conjugating enzyme20
Zm00001d019019	GRMZM2G175912	meg13	maternally expressed gene13
Zm00001d019024	GRMZM2G137959	meg4	maternally expressed gene4
Zm00001d019026	NA	meg2	maternally expressed gene2
Zm00001d019027	GRMZM2G344323	meg3	maternally expressed gene3
Zm00001d019029	GRMZM2G116212	meg7	maternally expressed gene7
Zm00001d019030	GRMZM2G094054	meg6	maternally expressed gene6
Zm00001d019033	GRMZM2G145466	meg14	maternally expressed gene14
Zm00001d019034	GRMZM2G144653	trh2	thioredoxin h homolog2
Zm00001d019039	GRMZM2G097726	phd3	PHD-transcription factor 3
Zm00001d019041	GRMZM6G285883	umc1428	NA
Zm00001d019054	GRMZM2G108076	aldh21	aldehyde dehydrogenase21
Zm00001d019057	GRMZM2G054267	asg34a(msd)	NA
Zm00001d019060	GRMZM2G493395	dxs2	deoxy xylulose synthase 2
Zm00001d019062	GRMZM2G104325	mha3	membrane H(+)-ATPase3
Zm00001d019081	GRMZM2G316256	apx4	ascorbate peroxidase4
Zm00001d019092	GRMZM2G480050	GRMZM2G480050	NA
Zm00001d019096	GRMZM2G379652	ereb153	AP2-EREBP-transcription factor 153
Zm00001d019098	GRMZM2G478965	ereb166	AP2-EREBP-transcription factor 166
Zm00001d019101	GRMZM2G152822	cadtfr14	CCAAT-DR1-transcription factor 14
Zm00001d019108	GRMZM5G895282	rps1	Ribosomal protein S1-like1
Zm00001d019116	GRMZM2G019443	ereb82	AP2-EREBP-transcription factor 82
Zm00001d019120	NA	umc1401	NA
Zm00001d019123	GRMZM2G078656	umc1986	NA
Zm00001d019124	GRMZM2G454952	vp9	viviparous9
Zm00001d019125	GRMZM2G125516	pco103663	NA
Zm00001d019139	GRMZM2G122810	smt1	sterol methyltransferase1
Zm00001d019148	GRMZM2G074082	sgo1	shugoshin centromeric cohesion1
Zm00001d019149	GRMZM2G424832	cesa4	cellulose synthase4
Zm00001d019155	AF546188.1_FG005	zp2	zein protein2
Zm00001d019158	AF546188.1_FG007	de30	defective endosperm B30
Zm00001d019163	GRMZM2G340656	aga1	alkaline galactosidase1
Zm00001d019165	GRMZM2G462325	ost1	oligosaccharide transferase1
Zm00001d019166	GRMZM2G095078	embp1	EM binding protein1 homologue
Zm00001d019169	GRMZM2G042627	kpp1	kinase associated protein phosphatase1
Zm00001d019170	GRMZM2G042733	in1	intensifier1
Zm00001d019171	GRMZM2G104559	ipt4	isopentenyl transferase4
Zm00001d019173	AC235546.1_FG001	mmc0162	NA
Zm00001d019189	AC233912.1_FG001	mads21	MADS-transcription factor 21
Zm00001d019195	AC233961.1_FG001	sdg101	set domain gene101
Zm00001d019207	GRMZM2G079632	nactf4	NAC-transcription factor 4
Zm00001d019213	GRMZM2G472100	mads13	MADS-transcription factor 13
Zm00001d019214	GRMZM2G472096	mads75	MADS-transcription factor 75
Zm00001d019216	GRMZM2G171569	ereb64	AP2-EREBP-transcription factor 64
Zm00001d019218	GRMZM2G063258	glpdh5	glycerol-3-phosphate dehydrogenase5
Zm00001d019219	GRMZM2G063340	rps12	ribosomal proteinS12 (homolog)
Zm00001d019225	GRMZM2G173967	AY105589	NA
Zm00001d019228	GRMZM2G093276	zip8	zinc-regulated, iron-regulated transporter-like protein8
Zm00001d019230	GRMZM2G176175	sid1	sister of indeterminate spikelet1
Zm00001d019254	NA	npi600	NA
Zm00001d019256	GRMZM2G117878	ufgt2	UDP-flavonol-glycosyltransferase2
Zm00001d019259	GRMZM5G892627	GRMZM5G892627	NA
Zm00001d019260	GRMZM2G054120	IDP353	NA
Zm00001d019265	GRMZM2G097030	cngt1	cytokinin N-glucosyl transferase1
Zm00001d019266	GRMZM2G144002	agpll2	ADP glucose pyrophosphorylase large subunit leaf2
Zm00001d019268	GRMZM2G035445	laz5	lazarus ortholog5
Zm00001d019270	GRMZM2G164929	pmei20	pectin methylesterase inhibitor20
Zm00001d019271	GRMZM2G129092	pmei27	pectin methylesterase inhibitor27
Zm00001d019274	GRMZM2G343236	pmei6	pectin methylesterase inhibitor6
Zm00001d019277	GRMZM2G046532	GRMZM2G046532	NA
Zm00001d019279	GRMZM2G082924	cda1	cytidine deaminase1
Zm00001d019283	GRMZM2G358059	crt2	calreticulin2
Zm00001d019290	GRMZM2G078886	pmei33	pectin methylesterase inhibitor33
Zm00001d019291	GRMZM2G078804	pmei34	pectin methylesterase inhibitor34
Zm00001d019312	GRMZM2G172204	bgaf1	beta glucosidase aggregating factor1
Zm00001d019317	GRMZM2G177631	cesa8	cellulose synthase8
Zm00001d019342	AC191534.3_FG003	vim104	variant in methylation104
Zm00001d019343	GRMZM2G302778	hagtf32	GNAT-transcription factor 32
Zm00001d019354	GRMZM2G382273	vq39	VQ motif-transcription factor39
Zm00001d019415	NA	cyp6	cytochrome P450
Zm00001d019423	GRMZM2G104258	pza00132	NA
Zm00001d019429	GRMZM2G169991	mybr30	MYB-related-transcription factor 30
Zm00001d019441	GRMZM2G109738	mab21	math-btb21
Zm00001d019472	GRMZM2G092129	phm4353	NA
Zm00001d019475	AC233933.1_FG001	ereb128	AP2-EREBP-transcription factor 128
Zm00001d019479	GRMZM2G008263	gbss1b	granule-bound starch synthase1b
Zm00001d019480	GRMZM2G139639	pht11	phosphate transporter protein11
Zm00001d019481	GRMZM2G032699	AY110576	NA
Zm00001d019483	GRMZM2G032944	IDP1643	NA
Zm00001d019507	GRMZM2G025231	cesa7	cellulose synthase7
Zm00001d019513	GRMZM5G805008	bpd1	BTB/POZ domain1
Zm00001d019518	GRMZM2G016622	gpm930	NA
Zm00001d019520	GRMZM2G034288	sdg136	NA
Zm00001d019527	GRMZM2G132489	yuc5	Yucca5
Zm00001d019536	GRMZM2G162409	glk15	G2-like-transcription factor 15
Zm00001d019539	GRMZM2G075715	arftf37	ARF-transcription factor 37
Zm00001d019549	GRMZM2G022014	IDP84	NA
Zm00001d019560	GRMZM2G154178	expb4	beta expansin4
Zm00001d019563	GRMZM2G014914	pip2e	plasma membrane intrinsic protein2
Zm00001d019565	GRMZM2G047368	pip2f	plasma membrane intrinsic protein2
Zm00001d019568	GRMZM2G069676	AY106170	NA
Zm00001d019573	GRMZM2G173923	caf1	crs2 associated factor1
Zm00001d019595	GRMZM2G095562	AY109061	NA
Zm00001d019627	GRMZM2G077361	pza03723	NA
Zm00001d019629	GRMZM2G054803	pza01936	NA
Zm00001d019645	GRMZM2G055255	TIDP2895	NA
Zm00001d019648	GRMZM2G011129	nbp1	nucleic acid binding protein1
Zm00001d019664	GRMZM2G462062	si605085g01	NA
Zm00001d019669	GRMZM2G131836	cncr2	cinnamoyl CoA reductase2
Zm00001d019670	GRMZM2G026218	mmp187	NA
Zm00001d019677	GRMZM2G067460	Zm00001d019677	NA
Zm00001d019681	GRMZM2G058343	pco077553	NA
Zm00001d019688	GRMZM2G037743	si605019e07	NA
Zm00001d019696	GRMZM2G107377	cyc10	cyclin10
Zm00001d019700	GRMZM2G061562	AY110473	NA
Zm00001d019703	GRMZM2G053927	IDP767	NA
Zm00001d019712	GRMZM2G050550	myb153	MYB-transcription factor 153
Zm00001d019718	GRMZM2G048257	uaz187	NA
Zm00001d019734	GRMZM2G123119	ereb177	AP2-EREBP-transcription factor 177
Zm00001d019744	GRMZM2G060517	ereb189	AP2-EREBP-transcription factor 189
Zm00001d019753	GRMZM2G318299	pme32	pectin methylesterase32
Zm00001d019756	GRMZM2G446515	bzr4	BZR-transcription factor 4
Zm00001d019758	GRMZM2G170734	chph1	chlorophyllase1
Zm00001d019793	GRMZM2G110742	sbp4 (GRASSIUS)	SBP-transcription factor 4
Zm00001d019865	GRMZM2G012654	cadtfr16	CCAAT-DR1-transcription factor 16
Zm00001d019905	GRMZM2G347402	ago6	argonaute6
Zm00001d019907	GRMZM2G013794	sdg128	set domain gene128
Zm00001d019922	GRMZM2G049155	rif1	r-interacting factor1
Zm00001d019967	GRMZM2G110548	epl101	enhancer of polycomb-like protein101
Zm00001d019978	GRMZM2G067747	nhx8	Na+/H+ antiporter 8
Zm00001d019983	GRMZM2G092604	brl1	bri1-like receptor kinase1
Zm00001d020004	GRMZM2G103047	ppt2	plastid phosphate/phosphoenolpyruvate translocator2
Zm00001d020008	GRMZM2G106950	igps1	indole-3-glycerolphosphate synthase1
Zm00001d020013	GRMZM2G001114	umc1433	NA
Zm00001d020014	GRMZM2G106903	GRMZM2G106903	NA
Zm00001d020019	GRMZM2G064197	glk101	G2-like-transcription factor 1
Zm00001d020020	GRMZM2G173943	glk7	G2-like-transcription factor 7
Zm00001d020025	GRMZM2G092137	bzip9	bZIP-transcription factor 9
Zm00001d020036	GRMZM2G157422	vef101a	NA
Zm00001d020038	GRMZM2G130910	sdg110a	set domain gene110a
Zm00001d020040	GRMZM2G024615	bnlg1792	NA
Zm00001d020043	GRMZM2G363052	ereb94	AP2-EREBP-transcription factor 94
Zm00001d020046	GRMZM2G126170	hb55	Homeobox-transcription factor 55
Zm00001d020052	GRMZM2G088849	pza02291	NA
Zm00001d020057	GRMZM2G473001	pep4	phosphoenolpyruvate carboxylase4
Zm00001d020087	GRMZM2G031461	nudix1	NUDIX domain hydrolase1
Zm00001d020100	GRMZM2G308615	prh6	protein phosphatase homolog6
Zm00001d020102	GRMZM2G124732	ras11C2	ras-related protein11C2
Zm00001d020122	GRMZM2G146665	burp7	BURP domain-containing protein-RD22-like7
Zm00001d020136	GRMZM2G139815	wrky37	WRKY-transcription factor 37
Zm00001d020137	GRMZM2G061408	wrky121	WRKY-transcription factor 121
Zm00001d020147	GRMZM2G129453	TIDP3195	NA
Zm00001d020157	GRMZM2G154621	CL4745_2	NA
Zm00001d020177	GRMZM2G027041	lim333	NA
Zm00001d020180	GRMZM5G843174	magi73349	NA
Zm00001d020182	GRMZM5G851405	hat1	histone acetyltransferase1
Zm00001d020198	GRMZM2G037043	ofp30	OVATE-transcription factor 30
Zm00001d020204	GRMZM2G366020	AY109809	NA
Zm00001d020219	GRMZM2G146670	vdac1b	voltage-dependent anion channel protein1b
Zm00001d020220	GRMZM2G022837	ics1	isochorismate synthase like1
Zm00001d020230	GRMZM2G142740	cfm4	cp RNA splicing factor, CRM domain containing protein4
Zm00001d020242	GRMZM2G306935	gpm18	NA
Zm00001d020267	GRMZM2G141679	ereb109	AP2-EREBP-transcription factor 109
Zm00001d020272	GRMZM2G174396	trpp8	trehalose-6-phosphate phosphatase8
Zm00001d020275	GRMZM2G126413	vq40	VQ motif-transcription factor40
Zm00001d020296	GRMZM2G016551	tlc13	TRAM/LAG/CRN8 13
Zm00001d020332	GRMZM2G315431	GRMZM2G315431	NA
Zm00001d020345	GRMZM2G414813	nbcs18	nucleobase:cation symporter18
Zm00001d020361	GRMZM2G091265	phd30	PHD-transcription factor 30
Zm00001d020364	GRMZM2G025646	GRMZM2G025646	NA
Zm00001d020367	GRMZM2G070885	jmj5	JUMONJI-transcription factor 5
Zm00001d020374	GRMZM2G450488	AY109968	NA
Zm00001d020384	GRMZM2G082264	mwp1	milkweed pod1
Zm00001d020396	GRMZM2G019183	trps13	trehalose-6-phosphate synthase13
Zm00001d020399	GRMZM2G043240	TIDP3642	NA
Zm00001d020405	GRMZM2G169356	myb66	MYB-transcription factor 66
Zm00001d020408	GRMZM2G126566	myb159	MYB-transcription factor 159
Zm00001d020409	GRMZM2G126507	zim1	ZIM-transcription factor 1
Zm00001d020424	GRMZM2G421541	mus3	mismatch binding protein Mus3
Zm00001d020425	GRMZM2G121189	umc1787	NA
Zm00001d020428	GRMZM2G325666	aco9	aconitase9
Zm00001d020430	GRMZM2G003927	ra1	ramosa1
Zm00001d020433	GRMZM2G064628	tcptf18	TCP-transcription factor 18
Zm00001d020446	GRMZM2G159094	nactf14	NAC-transcription factor 14
Zm00001d020457	GRMZM2G045748	myb162	MYB-transcription factor 162
Zm00001d020459	GRMZM2G071112	zhd13	ZF-HD-transcription factor 13
Zm00001d020460	GRMZM2G161315	zhd2	ZF-HD-transcription factor 2
Zm00001d020480	GRMZM2G013331	umc2092	NA
Zm00001d020484	GRMZM2G022095	PCO115023	NA
Zm00001d020490	GRMZM2G027563	bhlh87	bHLH-transcription factor 87
Zm00001d020492	GRMZM2G125653	wrky53	WRKY-transcription factor 53
Zm00001d020495	GRMZM2G169149	wrky104	WRKY-transcription factor 104
Zm00001d020506	GRMZM2G160770	magi14814	NA
Zm00001d020512	GRMZM2G416184	GRMZM2G416184	NA
Zm00001d020515	GRMZM2G326227	magi20317	NA
Zm00001d020530	GRMZM2G156296	hct11	hydroxycinnamoyltransferase11
Zm00001d020531	GRMZM2G142898	cesa12	cellulose synthase 12
Zm00001d020537	GRMZM2G142873	o5	opaque endosperm5
Zm00001d020540	GRMZM2G141219	ereb143	AP2-EREBP-transcription factor 143
Zm00001d020544	GRMZM2G461159	IDP754	NA
Zm00001d020557	GRMZM2G114642	gl1	glossy1
Zm00001d020569	GRMZM2G117244	myb140	MYB-transcription factor 140
Zm00001d020580	GRMZM2G071959	his2b1	histone2b1
Zm00001d020586	GRMZM2G137676	pme5	pectin methylesterase5
Zm00001d020591	GRMZM2G138689	gz50	50kD gamma zein
Zm00001d020592	GRMZM2G138727	zp27	27-kDa zein protein
Zm00001d020593	GRMZM5G873335	arid4	ARID-transcription factor 4
Zm00001d020595	GRMZM2G052667	ereb102	AP2-EREBP-transcription factor 102
Zm00001d020597	GRMZM2G123018	pme27	pectin methylesterase27
Zm00001d020614	GRMZM2G116614	zim28	ZIM-transcription factor 28
Zm00001d020615	GRMZM2G135763	pgh1	polygalacturonase gene homolog1
Zm00001d020623	GRMZM2G003179	copt1	copper transporter1
Zm00001d020629	GRMZM2G172320	mmp21	NA
Zm00001d020636	GRMZM2G038636	ccp2	cysteine protease2
Zm00001d020639	GRMZM2G086714	umc5b	NA
Zm00001d020647	GRMZM2G095763	TIDP3675	NA
Zm00001d020666	GRMZM5G832772	mrpa2	multidrug resistance associated protein2
Zm00001d020670	GRMZM2G127537	hb11	Homeobox-transcription factor 11
Zm00001d020680	GRMZM5G890224	ms7	male sterile7
Zm00001d020686	GRMZM2G007249	acco2	1-aminocyclopropane-1-carboxylate oxidase2
Zm00001d020687	GRMZM2G389173	pdi8	protein disulfide isomerase8
Zm00001d020688	GRMZM2G092409	gbptf7	GeBP-transcription factor 7
Zm00001d020695	GRMZM2G024775	cdo412b	NA
Zm00001d020697	GRMZM5G829304	TIDP3162	NA
Zm00001d020705	GRMZM2G045431	bhlh150	bHLH-transcription factor 150
Zm00001d020714	GRMZM2G139535	hsftf21	HSF-transcription factor 21
Zm00001d020717	GRMZM2G065928	abh4	abscisic acid 8'-hydroxylase4
Zm00001d020726	GRMZM2G135444	TIDP2851	NA
Zm00001d020727	GRMZM2G147191	ufg54	NA
Zm00001d020746	GRMZM2G446946	mmp127	NA
Zm00001d020748	GRMZM2G467907	pza02365	NA
Zm00001d020752	GRMZM2G072240	GRMZM2G072240	NA
Zm00001d020762	GRMZM2G145152	GRMZM2G145152	NA
Zm00001d020763	GRMZM2G145146	bhlh107	bHLH-transcription factor 107
Zm00001d020764	GRMZM2G145101	cah5	carbonic anhydrase5
Zm00001d020769	GRMZM2G000404	mmc0411	NA
Zm00001d020772	GRMZM2G140633	asc1	asceapen1
Zm00001d020775	GRMZM2G003869	asg49	NA
Zm00001d020780	GRMZM2G416632	gst23	glutathione transferase23
Zm00001d020790	GRMZM2G082586	bhlh105	bHLH-transcription factor 105
Zm00001d020799	GRMZM2G150796	iso3	isoamylase-type starch debranching enzyme3
Zm00001d020804	GRMZM2G056600	hb120	Homeobox-transcription factor 120
Zm00001d020807	GRMZM2G115304	pza01946	NA
Zm00001d020820	AC208031.3_FG002	umc1713	NA
Zm00001d020823	GRMZM2G358796	bzip74	bZIP-transcription factor 74
Zm00001d020826	GRMZM5G818643	bhlh86	bHLH-transcription factor 86
Zm00001d020834	GRMZM2G089501	bhlh106	bHLH-transcription factor 106
Zm00001d020835	GRMZM2G089948	TIDP3397	NA
Zm00001d020837	GRMZM2G089850	dof16	C2C2-Dof-transcription factor 16
Zm00001d020857	GRMZM2G404929	GRMZM2G404929	NA
Zm00001d020858	GRMZM2G464985	GRMZM2G464985	NA
Zm00001d020861	GRMZM2G393349	xer2	xerico2
Zm00001d020874	GRMZM2G078691	ca5p16	CCAAT-HAP5-transcription factor 516
Zm00001d020875	GRMZM2G078779	burp4	BURP domain-containing protein-RD22-like4
Zm00001d020879	GRMZM2G176407	mlkp4	Maize LINC KASH AtWIP-like4
Zm00001d020881	GRMZM2G151407	wrky52	WRKY-transcription factor 52
Zm00001d020900	GRMZM5G802566	crp11	cp 3'-tRNA processing endoribonuclease11
Zm00001d020902	GRMZM2G161302	IDP96	NA
Zm00001d020910	GRMZM2G181371	umc1450	NA
Zm00001d020911	GRMZM2G181378	mmp177c	NA
Zm00001d020913	NA	upl8	ubiquitin-protein ligase8
Zm00001d020923	GRMZM2G084014	mmp46	NA
Zm00001d020926	GRMZM2G083894	umc1987a	NA
Zm00001d020932	GRMZM2G085467	bhlh146	bHLH-transcription factor 146
Zm00001d020938	GRMZM2G006578	bzip7	bZIP-transcription factor 7
Zm00001d020939	GRMZM2G006752	eil4	EIL-transcription factor 4
Zm00001d020941	GRMZM2G307588	tsh4	tassel sheath4
Zm00001d020947	GRMZM2G103783	mybr82	MYB-related-transcription factor 82
Zm00001d020953	GRMZM2G043254	npi394	NA
Zm00001d020954	GRMZM2G177229	c3h40	C3H-transcription factor 340
Zm00001d020970	GRMZM2G004683	dfr1	dihydroflavonoid reductase1
Zm00001d020971	GRMZM2G004583	ij1	iojap striping1
Zm00001d020972	GRMZM2G004531	nactf79	NAC-transcription factor 79
Zm00001d020974	GRMZM2G168364	bk4	brittle stalk4
Zm00001d020975	GRMZM2G168269	mbd108	methyl binding domain108
Zm00001d020982	GRMZM2G386163	nactf56	NAC-transcription factor 56
Zm00001d021019	GRMZM2G144275	bhlh136	bHLH-transcription factor 136
Zm00001d021031	GRMZM2G408242	cyc12	cyclin12
Zm00001d021046	GRMZM2G143955	pzb00752	NA
Zm00001d021053	GRMZM2G127015	dek41	defective kernel41
Zm00001d021057	GRMZM2G097059	zmm7	Zea mays MADS7
Zm00001d021059	GRMZM5G883417	sacd8	stearoyl-acyl-carrier-protein desaturase8
Zm00001d021061	GRMZM5G870752	magi99589	NA
Zm00001d021064	GRMZM5G872141	sweet11b	sugars will eventually be exported transporter11b
Zm00001d021069	GRMZM2G054277	nactf63	NAC-transcription factor 63
Zm00001d021070	GRMZM2G128121	pdh4	pyruvate dehydrogenase4
Zm00001d021087	GRMZM2G059225	dsc3	Discolored-paralog3
Zm00001d021089	GRMZM2G131281	ereb116	AP2-EREBP-transcription factor 116
Zm00001d021131	AC234154.1_FG008	TIDP3610	NA
Zm00001d021135	GRMZM2G440005	pebp24	phosphatidylethanolamine-binding protein24
Zm00001d021147	GRMZM2G040634	pza00111	NA
Zm00001d021162	GRMZM2G033199	pco110957	NA
Zm00001d021163	GRMZM2G406315	nbcs19	nucleobase:cation symporter19
Zm00001d021164	GRMZM2G013688	bhlh109	bHLH-transcription factor 109
Zm00001d021172	GRMZM2G435015	bhlh31	bHLH-transcription factor 31
Zm00001d021173	GRMZM2G132486	umc1333	NA
Zm00001d021180	GRMZM2G071015	IDP789	NA
Zm00001d021187	GRMZM2G120300	AY110374	NA
Zm00001d021189	AC200057.4_FG007	bzip47	bZIP-transcription factor 47
Zm00001d021191	GRMZM2G043600	bzip22	bZIP-transcription factor 22
Zm00001d021205	GRMZM2G069082	ereb36	AP2-EREBP-transcription factor 36
Zm00001d021207	GRMZM2G069126	ereb23	AP2-EREBP-transcription factor 23
Zm00001d021208	GRMZM2G069146	ereb115	AP2-EREBP-transcription factor 115
Zm00001d021214	GRMZM2G018138	ereb88	AP2-EREBP-transcription factor 88
Zm00001d021224	GRMZM2G001639	PCO071075	NA
Zm00001d021226	GRMZM2G073377	nthr3	anther-specific protein 3
Zm00001d021236	GRMZM2G116658	ocl3	outer cell layer3
Zm00001d021249	GRMZM2G052336	IDP1704	NA
Zm00001d021263	GRMZM2G165272	hsftf10	HSF-transcription factor 10
Zm00001d021268	GRMZM2G041462	hb128	Homeobox-transcription factor 128
Zm00001d021273	GRMZM5G899476	GRMZM5G899476	NA
Zm00001d021274	GRMZM2G066020	zim31	ZIM-transcription factor 31
Zm00001d021278	GRMZM2G143718	dbb10	double B-box zinc finger protein10
Zm00001d021279	GRMZM2G048131	iaa33	Aux/IAA-transcription factor 33
Zm00001d021283	GRMZM2G132032	si606024c08	NA
Zm00001d021285	GRMZM2G135783	srs7	SHI/STY (SRS)-transcription factor 7
Zm00001d021290	GRMZM2G179021	srs8	SHI/STY (SRS)-transcription factor 8
Zm00001d021291	GRMZM2G179024	GRMZM2G179024	NA
Zm00001d021296	GRMZM2G104551	myb152	MYB-transcription factor 152
Zm00001d021299	GRMZM2G109405	pap13	purple acid phosphatase13
Zm00001d021301	GRMZM2G109560	lon1	LON peptidase1
Zm00001d021304	GRMZM2G147422	umc56	NA
Zm00001d021332	GRMZM2G139210	AY107911	NA
Zm00001d021340	GRMZM2G148864	IDP2483	NA
Zm00001d021362	GRMZM2G096709	grftf3	GRF-transcription factor 3
Zm00001d021368	GRMZM5G809292	pyg7	pale yellowgreen7
Zm00001d021371	GRMZM2G114704	TIDP2691	NA
Zm00001d021376	GRMZM2G142150	mterf25	mTERF-domain protein16
Zm00001d021388	GRMZM2G135651	pco147657	NA
Zm00001d021403	GRMZM2G042666	idd7	indeterminate1 domain7
Zm00001d021410	NA	psy3	phytoene synthase3
Zm00001d021412	GRMZM6G648159	PCO101826	NA
Zm00001d021421	GRMZM2G032003	ugp2	UDP-glucose pyrophosphorylase2
Zm00001d021423	GRMZM5G885329	nactf18	NAC-transcription factor 18
Zm00001d021424	AC233865.1_FG003	nactf121	NAC-transcription factor 121
Zm00001d021433	GRMZM2G066528	hmg13	HMG-transcription factor 13
Zm00001d021435	AC207722.2_FG009	lhcb2	light harvesting chlorophyll a/b binding protein2
Zm00001d021442	GRMZM2G053298	nlp13	NLP-transcription factor 13
Zm00001d021446	GRMZM2G468376	umc1865	NA
Zm00001d021453	GRMZM2G012413	TIDP3069	NA
Zm00001d021456	GRMZM5G835903	umc2328	NA
Zm00001d021470	GRMZM5G895383	gst16	glutathione transferase16
Zm00001d021497	GRMZM2G117603	adf1	actin depolymerizing factor1
Zm00001d021506	GRMZM2G077673	bas1	beta alanine synthase1
Zm00001d021508	GRMZM2G180724	rpl15b	60S ribosomal protein L15
Zm00001d021513	GRMZM2G062910	mterf26	mTERF-domain protein26
Zm00001d021516	GRMZM2G032336	camta2	CAMTA-transcription factor 2
Zm00001d021519	GRMZM5G802881	nbcs20	nucleobase:cation symporter20
Zm00001d021522	GRMZM2G085670	IDP865	NA
Zm00001d021526	GRMZM2G134797	ndk1	nucleotide diphosphate kinase1
Zm00001d021535	GRMZM2G313643	bnlg2271	NA
Zm00001d021537	GRMZM2G172327	myb14	MYB-transcription factor 14
Zm00001d021541	GRMZM2G316191	phd26	PHD-transcription factor 26
Zm00001d021545	GRMZM2G406651	farl10	FAR1-like-transcription factor 10
Zm00001d021551	GRMZM2G075719	ras6A1	ras-related protein6A1
Zm00001d021573	GRMZM2G067624	sbp29	SBP-transcription factor 29
Zm00001d021574	GRMZM2G025242	laz1	lazarus ortholog1
Zm00001d021588	GRMZM2G105750	bub1	budding inhibited by benzimidazoles homolog1
Zm00001d021591	GRMZM2G134545	dof14	C2C2-Dof-transcription factor 14
Zm00001d021592	GRMZM2G139931	umc1112	NA
Zm00001d021596	AC189750.4_FG004	aprl1	adenosine 5'-phosphosulfate reductase-like1
Zm00001d021614	GRMZM2G108874	umc1324	NA
Zm00001d021615	GRMZM2G108849	ccp4	cysteine protease4
Zm00001d021617	GRMZM2G048987	farl11	FAR1-like-transcription factor 11
Zm00001d021620	GRMZM2G048907	atpc2	ATP synthase chloroplast subunit2
Zm00001d021623	GRMZM2G154489	cdpk8	calcium dependent protein kinase8
Zm00001d021624	GRMZM2G154574	IDP1657	NA
Zm00001d021642	GRMZM2G167591	bnlg1805	NA
Zm00001d021647	GRMZM2G415529	GRMZM2G415529	NA
Zm00001d021652	GRMZM2G009412	rpl44	ribosomal protein L44
Zm00001d021665	GRMZM2G357631	TIDP2788	NA
Zm00001d021666	GRMZM2G056369	icl1	isocitrate lyase1
Zm00001d021668	GRMZM5G835323	tif1	translation initiation factor1
Zm00001d021672	GRMZM2G004880	pdrp2	PDK regulatory protein2
Zm00001d021675	GRMZM2G165681	gpat19	glycerol-3-phosphate acyltransferase19
Zm00001d021698	GRMZM2G075438	GRMZM2G075438	NA
Zm00001d021699	GRMZM2G379780	umc1936	NA
Zm00001d021701	GRMZM2G058451	bhlh164	bHLH-transcription factor 164
Zm00001d021702	GRMZM2G058310	amyb5	beta amylase5
Zm00001d021703	GRMZM2G058070	oec17	oxygen evolving complex, 17kDa homolog
Zm00001d021709	GRMZM2G108285	ippi1	isopentenyl pyrophosphate isomerase1
Zm00001d021710	GRMZM2G158062	GRMZM2G158062	NA
Zm00001d021716	GRMZM2G083950	crp1	chloroplast RNA processing1
Zm00001d021718	GRMZM2G173863	umc2330	NA
Zm00001d021720	GRMZM2G019916	umc254	NA
Zm00001d021721	GRMZM2G019999	vpp8	vacuolar proton pump8
Zm00001d021729	GRMZM5G889999	kik1	kinase interacting kinase1
Zm00001d021737	GRMZM2G309025	pk3	S-domain class receptor-like kinase3
